Tweet,Label,cleaning,normalisasi,tokenisasi,stopword_removal
nesv - solusi penghilang keputihan perapat miss v pesan : pin:5d54c01d wa : 089614822337,Neutral,nesv solusi penghilang keputihan perapat miss v pesan pindcd wa,nesv solusi penghilang keputihan perapat miss v pesan pindcd wa,"['nesv', 'solusi', 'penghilang', 'keputihan', 'perapat', 'miss', 'v', 'pesan', 'pindcd', 'wa']",nesv solusi penghilang keputihan perapat miss v pesan pindcd wa
siapa pun yg jd presidennya gak akan bisa mensejahterakan semua rakyat indonesia dalam waktu singkat. sebutin saja presiden terdahulu yg bisa kalau ada.,Neutral,siapa pun yg jd presidennya gak akan bisa mensejahterakan semua rakyat indonesia dalam waktu singkat sebutin saja presiden terdahulu yg bisa kalau ada,siapa pun yang jadi presidennya tidak akan bisa mensejahterakan semua rakyat indonesia dalam waktu singkat sebutin saja presiden terdahulu yang bisa kalau ada,"['siapa', 'pun', 'yang', 'jadi', 'presidennya', 'tidak', 'akan', 'bisa', 'mensejahterakan', 'semua', 'rakyat', 'indonesia', 'dalam', 'waktu', 'singkat', 'sebutin', 'saja', 'presiden', 'terdahulu', 'yang', 'bisa', 'kalau', 'ada']",presidennya mensejahterakan rakyat indonesia singkat sebutin presiden
shashin wa zenbu oite kita semua foto kutinggalkan saja,Neutral,shashin wa zenbu oite kita semua foto kutinggalkan saja,shashin wa zenbu oite kita semua foto kutinggalkan saja,"['shashin', 'wa', 'zenbu', 'oite', 'kita', 'semua', 'foto', 'kutinggalkan', 'saja']",shashin wa zenbu oite foto kutinggalkan
"ono loro sik luar biasa wekyu koe berlinang air mata, terus ngucapne selamat tinggal selamanya.",Neutral,ono loro sik luar biasa wekyu koe berlinang air mata terus ngucapne selamat tinggal selamanya,sono loro sik luar biasa wekyu koe berlinang air mata terus ngucapne selamat tinggal selamanya,"['sono', 'loro', 'sik', 'luar', 'biasa', 'wekyu', 'koe', 'berlinang', 'air', 'mata', 'terus', 'ngucapne', 'selamat', 'tinggal', 'selamanya']",sono loro sik wekyu koe berlinang air mata ngucapne selamat tinggal
"wajar darimana warnet 3rebuan lu ga ngerti skill basic komputer kaya office emang kelewatan gublugnya di sma masih biasa aja, kuliah awto terseleksi alam",Neutral,wajar darimana warnet rebuan lu ga ngerti skill basic komputer kaya office emang kelewatan gublugnya di sma masih biasa aja kuliah awto terseleksi alam,wajar darimana warnet rebuan kamu tidak mengerti skill basic komputer kayak office memang kelewatan gublugnya di sama masih biasa saja kuliah awto terseleksi alam,"['wajar', 'darimana', 'warnet', 'rebuan', 'kamu', 'tidak', 'mengerti', 'skill', 'basic', 'komputer', 'kayak', 'office', 'memang', 'kelewatan', 'gublugnya', 'di', 'sama', 'masih', 'biasa', 'saja', 'kuliah', 'awto', 'terseleksi', 'alam']",wajar darimana warnet rebuan mengerti skill basic komputer kayak office kelewatan gublugnya kuliah awto terseleksi alam
"10.memandang ke tempat sujud ""apabila shalat,rasulullah biasa menundukkan kepala mengarahkan pandangannya ke tanah.""(hakim)",Neutral,memandang ke tempat sujud apabila shalatrasulullah biasa menundukkan kepala mengarahkan pandangannya ke tanahhakim,memandang ke tempat sujud apabila shalatrasulullah biasa menundukkan kepala mengarahkan pandangannya ke tanahhakim,"['memandang', 'ke', 'tempat', 'sujud', 'apabila', 'shalatrasulullah', 'biasa', 'menundukkan', 'kepala', 'mengarahkan', 'pandangannya', 'ke', 'tanahhakim']",memandang sujud shalatrasulullah menundukkan kepala mengarahkan pandangannya tanahhakim
"pasti atuh apalagi lg musim begini.. engga itu radang biasa gpp, makan buah2an yg banyak.. aku baru sembuh, kmrn begitu juga huhu",Neutral,pasti atuh apalagi lg musim begini engga itu radang biasa gpp makan buahan yg banyak aku baru sembuh kmrn begitu juga huhu,pasti atuh apalagi lagi musim begini tidak itu radang biasa makan buahan yang banyak aku baru sembuh kemarin begitu juga huhu,"['pasti', 'atuh', 'apalagi', 'lagi', 'musim', 'begini', 'tidak', 'itu', 'radang', 'biasa', 'makan', 'buahan', 'yang', 'banyak', 'aku', 'baru', 'sembuh', 'kemarin', 'begitu', 'juga', 'huhu']",atuh musim radang makan buahan sembuh kemarin huhu
"all of us are dead puncaki netflix di 25 negara, apa yang bikin menarik?",Neutral,all of us are dead puncaki netflix di negara apa yang bikin menarik,all of us are dead puncaki netflix di negara apa yang bikin menarik,"['all', 'of', 'us', 'are', 'dead', 'puncaki', 'netflix', 'di', 'negara', 'apa', 'yang', 'bikin', 'menarik']",all of us are dead puncaki netflix negara bikin menarik
"pengadilan akhirat adalah pengadilan yg maha adil,,tunggu saja",Neutral,pengadilan akhirat adalah pengadilan yg maha adiltunggu saja,pengadilan akhirat adalah pengadilan yang maha adiltunggu saja,"['pengadilan', 'akhirat', 'adalah', 'pengadilan', 'yang', 'maha', 'adiltunggu', 'saja']",pengadilan akhirat pengadilan maha adiltunggu
apa kabar??,Neutral,apa kabar,apa kabar,"['apa', 'kabar']",kabar
"foto ootd yang aesthetic bisa dimana saja, tantri namirah tampil kece di depan warung dan bengkel",Neutral,foto ootd yang aesthetic bisa dimana saja tantri namirah tampil kece di depan warung dan bengkel,foto ootd yang aesthetic bisa dimana saja tantri namirah tampil kece di depan warung dan bengkel,"['foto', 'ootd', 'yang', 'aesthetic', 'bisa', 'dimana', 'saja', 'tantri', 'namirah', 'tampil', 'kece', 'di', 'depan', 'warung', 'dan', 'bengkel']",foto ootd aesthetic dimana tantri namirah tampil kece warung bengkel
keadaannya cukup baik,Neutral,keadaannya cukup baik,keadaannya cukup baik,"['keadaannya', 'cukup', 'baik']",keadaannya
treasure island cup bonek tak terima dengan baik dan benar saja tak cukup untuk membuat kulit wajah yang cantik dan seksi pada saat itu juga ya gan ga ada yang bisa bisanya cuma bisa dinikmatin sama jomblo,Neutral,treasure island cup bonek tak terima dengan baik dan benar saja tak cukup untuk membuat kulit wajah yang cantik dan seksi pada saat itu juga ya gan ga ada yang bisa bisanya cuma bisa dinikmatin sama jomblo,treasure island cup bonek tak terima dengan baik dan benar saja tak cukup untuk membuat kulit wajah yang cantik dan seksi pada saat itu juga ya gan tidak ada yang bisa bisanya cuma bisa dinikmatin sama jomblo,"['treasure', 'island', 'cup', 'bonek', 'tak', 'terima', 'dengan', 'baik', 'dan', 'benar', 'saja', 'tak', 'cukup', 'untuk', 'membuat', 'kulit', 'wajah', 'yang', 'cantik', 'dan', 'seksi', 'pada', 'saat', 'itu', 'juga', 'ya', 'gan', 'tidak', 'ada', 'yang', 'bisa', 'bisanya', 'cuma', 'bisa', 'dinikmatin', 'sama', 'jomblo']",treasure island cup bonek terima kulit wajah cantik seksi gan bisanya dinikmatin jomblo
itu perkara biasa dah,Neutral,itu perkara biasa dah,itu perkara biasa sudah,"['itu', 'perkara', 'biasa', 'sudah']",perkara
"itu yg dimaksud itu oknum habib.. walaupun dia sbg oknum ulama / habaib toh tetap manusia biasa, punya kekeliruan.. gt aja kok repot belajar nya",Neutral,itu yg dimaksud itu oknum habib walaupun dia sbg oknum ulama habaib toh tetap manusia biasa punya kekeliruan gt aja kok repot belajar nya,itu yang dimaksud itu oknum habib walaupun dia sebagai oknum ulama habaib toh tetap manusia biasa punya kekeliruan begitu saja kok repot belajar ya,"['itu', 'yang', 'dimaksud', 'itu', 'oknum', 'habib', 'walaupun', 'dia', 'sebagai', 'oknum', 'ulama', 'habaib', 'toh', 'tetap', 'manusia', 'biasa', 'punya', 'kekeliruan', 'begitu', 'saja', 'kok', 'repot', 'belajar', 'ya']",oknum habib oknum ulama habaib manusia kekeliruan repot belajar
"pengelola mall kena denda 500 ribu. tukang bubur 5 juta. apa karena pengelola mall itu orang miskin ya, jadi dpt dispensasi? dimanapun oligarki berkuasa. sadarlah negeri ini sedang tdk baik2 saja (iwan januar)",Neutral,pengelola mall kena denda ribu tukang bubur juta apa karena pengelola mall itu orang miskin ya jadi dpt dispensasi dimanapun oligarki berkuasa sadarlah negeri ini sedang tdk baik saja iwan januar,pengelola mall kena denda ribu tukang bubur juta apa karena pengelola mall itu orang miskin ya jadi dapat dispensasi dimanapun oligarki berkuasa sadarlah negeri ini sedang tidak baik saja iwan januar,"['pengelola', 'mall', 'kena', 'denda', 'ribu', 'tukang', 'bubur', 'juta', 'apa', 'karena', 'pengelola', 'mall', 'itu', 'orang', 'miskin', 'ya', 'jadi', 'dapat', 'dispensasi', 'dimanapun', 'oligarki', 'berkuasa', 'sadarlah', 'negeri', 'ini', 'sedang', 'tidak', 'baik', 'saja', 'iwan', 'januar']",pengelola mall kena denda ribu tukang bubur juta pengelola mall orang miskin dispensasi dimanapun oligarki berkuasa sadarlah negeri iwan januar
"bener, apalin nomor kendaraannya, biasa parkir dimana yang ngga ada cctv, potong karet rem nya biar blong. ngarep doang, usaha dong",Neutral,bener apalin nomor kendaraannya biasa parkir dimana yang ngga ada cctv potong karet rem nya biar blong ngarep doang usaha dong,benar apalin nomor kendaraannya biasa parkir dimana yang tidak ada cctv potong karet rem ya biar blong mengharap doang usaha dong,"['benar', 'apalin', 'nomor', 'kendaraannya', 'biasa', 'parkir', 'dimana', 'yang', 'tidak', 'ada', 'cctv', 'potong', 'karet', 'rem', 'ya', 'biar', 'blong', 'mengharap', 'doang', 'usaha', 'dong']",apalin nomor kendaraannya parkir dimana cctv potong karet rem biar blong mengharap doang usaha
"biasa nanya atau kayak memantau dia butuhnya apa dulu, kak. kalau beli barang juga biasa saya lihat dulu gayanya gimana, tapi kalau mentok ya dompet atau sepatu. 2007.",Neutral,biasa nanya atau kayak memantau dia butuhnya apa dulu kak kalau beli barang juga biasa saya lihat dulu gayanya gimana tapi kalau mentok ya dompet atau sepatu,biasa bertanya atau kayak memantau dia butuhnya apa dulu kak kalau beli barang juga biasa saya lihat dulu gayanya bagaimana tapi kalau mentok ya dompet atau sepatu,"['biasa', 'bertanya', 'atau', 'kayak', 'memantau', 'dia', 'butuhnya', 'apa', 'dulu', 'kak', 'kalau', 'beli', 'barang', 'juga', 'biasa', 'saya', 'lihat', 'dulu', 'gayanya', 'bagaimana', 'tapi', 'kalau', 'mentok', 'ya', 'dompet', 'atau', 'sepatu']",kayak memantau butuhnya beli barang lihat gayanya mentok dompet sepatu
"aku biasa sarapannya setelah wo, nunggu 15-30 menit pas beres bgt wo nya atau sampe ngga terlalu keringetan",Neutral,aku biasa sarapannya setelah wo nunggu menit pas beres bgt wo nya atau sampe ngga terlalu keringetan,aku biasa sarapannya setelah wo menunggu menit pas beres banget wo ya atau sampai tidak terlalu keringetan,"['aku', 'biasa', 'sarapannya', 'setelah', 'wo', 'menunggu', 'menit', 'pas', 'beres', 'banget', 'wo', 'ya', 'atau', 'sampai', 'tidak', 'terlalu', 'keringetan']",sarapannya wo menunggu menit beres banget wo keringetan
"dari sebuah rumah pinggir jalan, seorang pria tua keluar membawa sepiring makanan. aku tidak memperhatikan isinya, lalu ia meletakkannya begitu saja di gang sempit samping rumahnya. tiba-tiba ada yang menghampiri, kira-kira 5-6 ekor. aduh, kalian, apa tidak pakai jaket?",Neutral,dari sebuah rumah pinggir jalan seorang pria tua keluar membawa sepiring makanan aku tidak memperhatikan isinya lalu ia meletakkannya begitu saja di gang sempit samping rumahnya tibatiba ada yang menghampiri kirakira ekor aduh kalian apa tidak pakai jaket,dari sebuah rumah pinggir jalan seorang pria tua keluar membawa sepiring makanan aku tidak memperhatikan isinya lalu ia meletakkannya begitu saja di gang sempit samping rumahnya tibatiba ada yang menghampiri kirakira ekor aduh kalian apa tidak pakai jaket,"['dari', 'sebuah', 'rumah', 'pinggir', 'jalan', 'seorang', 'pria', 'tua', 'keluar', 'membawa', 'sepiring', 'makanan', 'aku', 'tidak', 'memperhatikan', 'isinya', 'lalu', 'ia', 'meletakkannya', 'begitu', 'saja', 'di', 'gang', 'sempit', 'samping', 'rumahnya', 'tibatiba', 'ada', 'yang', 'menghampiri', 'kirakira', 'ekor', 'aduh', 'kalian', 'apa', 'tidak', 'pakai', 'jaket']",rumah pinggir jalan pria tua membawa sepiring makanan memperhatikan isinya meletakkannya gang sempit samping rumahnya tibatiba menghampiri kirakira ekor aduh pakai jaket
ternyata manfaat marine collagen itu biasa aja dengan penjelasan collagen klik,Neutral,ternyata manfaat marine collagen itu biasa aja dengan penjelasan collagen klik,ternyata manfaat marine collagen itu biasa saja dengan penjelasan collagen klik,"['ternyata', 'manfaat', 'marine', 'collagen', 'itu', 'biasa', 'saja', 'dengan', 'penjelasan', 'collagen', 'klik']",manfaat marine collagen penjelasan collagen klik
"terakhir, semoga sukses buat series terbaru ini. yang mau nonton silahkan nonton, yang gamau juga gausah dipaksain walaupun mereka idola kita. fangirling bukan agama kok, pake segala ada wajib halal haramnya. santai aja. yang penting happy.",Neutral,terakhir semoga sukses buat series terbaru ini yang mau nonton silahkan nonton yang gamau juga gausah dipaksain walaupun mereka idola kita fangirling bukan agama kok pake segala ada wajib halal haramnya santai aja yang penting happy,terakhir semoga sukses buat series terbaru ini yang mau menonton silakan menonton yang juga dipaksain walaupun mereka idola kita fangirling bukan agama kok pakai segala ada wajib halal haramnya santai saja yang penting happy,"['terakhir', 'semoga', 'sukses', 'buat', 'series', 'terbaru', 'ini', 'yang', 'mau', 'menonton', 'silakan', 'menonton', 'yang', 'juga', 'dipaksain', 'walaupun', 'mereka', 'idola', 'kita', 'fangirling', 'bukan', 'agama', 'kok', 'pakai', 'segala', 'ada', 'wajib', 'halal', 'haramnya', 'santai', 'saja', 'yang', 'penting', 'happy']",semoga sukses series terbaru menonton silakan menonton dipaksain idola fangirling agama pakai wajib halal haramnya santai happy
kalian kadang bingung ga sih kalau diajak keluar outfitnya pake apa? padahal ya yang ngajak teman biasa,Neutral,kalian kadang bingung ga sih kalau diajak keluar outfitnya pake apa padahal ya yang ngajak teman biasa,kalian kadang bingung tidak sih kalau diajak keluar outfitnya pakai apa padahal ya yang mengajak teman biasa,"['kalian', 'kadang', 'bingung', 'tidak', 'sih', 'kalau', 'diajak', 'keluar', 'outfitnya', 'pakai', 'apa', 'padahal', 'ya', 'yang', 'mengajak', 'teman', 'biasa']",kadang bingung diajak outfitnya pakai mengajak teman
"consent juga, haha. aku pikir consent akan muncul setelah ada trust. hanya trust saja belum tentu diiringi consent. tapi kalo consent, biasanya udah trust dulu. udah, sesimpel itu aja wkwk.",Neutral,consent juga haha aku pikir consent akan muncul setelah ada trust hanya trust saja belum tentu diiringi consent tapi kalo consent biasanya udah trust dulu udah sesimpel itu aja wkwk,consent juga haha aku pikir consent akan muncul setelah ada trust hanya trust saja belum tentu diiringi consent tapi kalau consent biasanya sudah trust dulu sudah sesimpel itu saja wkwk,"['consent', 'juga', 'haha', 'aku', 'pikir', 'consent', 'akan', 'muncul', 'setelah', 'ada', 'trust', 'hanya', 'trust', 'saja', 'belum', 'tentu', 'diiringi', 'consent', 'tapi', 'kalau', 'consent', 'biasanya', 'sudah', 'trust', 'dulu', 'sudah', 'sesimpel', 'itu', 'saja', 'wkwk']",consent haha pikir consent muncul trust trust diiringi consent consent trust sesimpel
bisa kak start 15k/hal. aku mhs smt akhir bahasa sastra indonesia murni udh biasa nyunting teks dan analisis kebahasaan penjurusanku linguistik juga. langsung chat,Neutral,bisa kak start khal aku mhs smt akhir bahasa sastra indonesia murni udh biasa nyunting teks dan analisis kebahasaan penjurusanku linguistik juga langsung chat,bisa kak start khal aku mhs smt akhir bahasa sastra indonesia murni sudah biasa nyunting teks dan analisis kebahasaan penjurusanku linguistik juga langsung chat,"['bisa', 'kak', 'start', 'khal', 'aku', 'mhs', 'smt', 'akhir', 'bahasa', 'sastra', 'indonesia', 'murni', 'sudah', 'biasa', 'nyunting', 'teks', 'dan', 'analisis', 'kebahasaan', 'penjurusanku', 'linguistik', 'juga', 'langsung', 'chat']",start khal mhs smt bahasa sastra indonesia murni nyunting teks analisis kebahasaan penjurusanku linguistik langsung chat
"mvs a¼ the house a¼ tolong dong, ada yg jelasin pesan dibalik ketiga ceritanya, aku agak paham buat cerita pertama pesannya gmn, cmn utk cerita kedua dan ketiga aku msh bingung. makasih ya",Neutral,mvs a¼ the house a¼ tolong dong ada yg jelasin pesan dibalik ketiga ceritanya aku agak paham buat cerita pertama pesannya gmn cmn utk cerita kedua dan ketiga aku msh bingung makasih ya,mvs a¼ the house a¼ tolong dong ada yang jelasin pesan dibalik ketiga ceritanya aku agak paham buat cerita pertama pesannya bagaimana cuman untuk cerita kedua dan ketiga aku masih bingung ya,"['mvs', 'a¼', 'the', 'house', 'a¼', 'tolong', 'dong', 'ada', 'yang', 'jelasin', 'pesan', 'dibalik', 'ketiga', 'ceritanya', 'aku', 'agak', 'paham', 'buat', 'cerita', 'pertama', 'pesannya', 'bagaimana', 'cuman', 'untuk', 'cerita', 'kedua', 'dan', 'ketiga', 'aku', 'masih', 'bingung', 'ya']",mvs a¼ the house a¼ tolong jelasin pesan dibalik ketiga ceritanya paham cerita pesannya cuman cerita ketiga bingung
"gak kok.. biasa aja, kalah menang tuh biasa.. yg penting udah pernah menang 4-1",Neutral,gak kok biasa aja kalah menang tuh biasa yg penting udah pernah menang,tidak kok biasa saja kalah menang tuh biasa yang penting sudah pernah menang,"['tidak', 'kok', 'biasa', 'saja', 'kalah', 'menang', 'tuh', 'biasa', 'yang', 'penting', 'sudah', 'pernah', 'menang']",kalah menang menang
"berpura"" lah bodoh meskipun itu mnyakitkan,,jgan mndeskripsikn dirimu itu sbagai org yg pandai tpi ahlak mu tk pandai",Neutral,berpura lah bodoh meskipun itu mnyakitkanjgan mndeskripsikn dirimu itu sbagai org yg pandai tpi ahlak mu tk pandai,berpura lah bodoh meskipun itu mnyakitkanjgan mndeskripsikn dirimu itu sebagai orang yang pandai tapi ahlak mu tak pandai,"['berpura', 'lah', 'bodoh', 'meskipun', 'itu', 'mnyakitkanjgan', 'mndeskripsikn', 'dirimu', 'itu', 'sebagai', 'orang', 'yang', 'pandai', 'tapi', 'ahlak', 'mu', 'tak', 'pandai']",berpura bodoh mnyakitkanjgan mndeskripsikn dirimu orang pandai ahlak mu pandai
embun pagi . selamat pagi mentari . jangan kau kotori dengan emosi . jangan kau nodai dengan iri dengki .,Neutral,embun pagi selamat pagi mentari jangan kau kotori dengan emosi jangan kau nodai dengan iri dengki,embun pagi selamat pagi mentari jangan kau kotori dengan emosi jangan kau nodai dengan iri dengki,"['embun', 'pagi', 'selamat', 'pagi', 'mentari', 'jangan', 'kau', 'kotori', 'dengan', 'emosi', 'jangan', 'kau', 'nodai', 'dengan', 'iri', 'dengki']",embun pagi selamat pagi mentari kau kotori emosi kau nodai iri dengki
